business_name,tags,review_text,rating,class
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food",Too expensive for what they had... i had an egg benedict plate called la drolet but it had a weird side soup with a desert that I dont personally like. I dont think i will go back there again....,2,0
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food","Very rustic place. Mismatched furniture, off Knick knacks. Would make a great Instagram photo place. Lots of variety on the menu. I had their brunch. Which comes with eggs, salad, potatoes, soup and dessert. Well worth the price. I was stuffed, actually couldn't finish the potatoes. Friendly service. Would definitely visit again.",4,1
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food","I highly recommend Au Festin de Babette for their brunch. Their selection of brunches is different than most other places. The one I usually go for includes a hot drink, a soup, a gratin dauphinois, two eggs Benedict, and a chocolate mousse. All of the items are excellent, especially the gratin dauphinois. This meal is usually very satisfying and cost less than $20 which is reasonable for good brunches in Montreal. The interior is very cute and feels homie and the service is usually good.",5,1
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food","Amazing soup and dauphinoise. BUT the wait for the table and the wait for the food were about an hour on the weekend, so be prepared! Their rose tea is good, but again all rose teas are good for me. Tip. Avoid seating near the kitchen (it can get quite pretty smokey!).",3,0
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food","I went here by recommendation of a friend. Though the food was enjoyable, the staff was despondent and absent. When coming here don't expect to be treated well. Come for the food and hot chocolate. But maybe it's best to take it to go.",2,0
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food","I recommended this place to a friend and was excited to try it together. This was my third time visiting this establishment. Unfortunately we had a poor dining experience, especially in terms of service. We ordered a Quebecois brunch platter to share for around $17.50. This included a cup of tea/espresso. The caramelized sausages were delicous however the poached eggs were not seasoned. The pancakes were not very good either and I believe our syrup was not maple syrup, which was a disappointment. Their hot chocolate is delicious, especially The Dalmatian, but a little on the pricey side at $5 a cup (but oh so light and frothy). The service was nothing short of disappointing. If you value service, don't bother coming here. We were meandering around waiting to be assigned a table until I finally asked if we were able to sit anywhere. We then had to ask for our menus as well as place our orders. Ultimately our experience was very lackluster and I will not be returning, no matter how much I love their hot chocolate.",1,0
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food","Grand choix de brunchs, au prix unique de 17,5$, incluant le café. Les assiettes brunchs sont assez copieuses et sont composées de plusieurs éléments, variés, sucrés et salés, avec une mini mousse au chocolat! Les crêpes salées sont bonnes aussi Certains trucs étaient un peu trop gras à mon goût (le gratin, les saucisses) Le décor est super mignon Pour les groupes (8 pers et + je crois), il faut réserver et les résa le WE sont pour 11h max Dans tous les cas, je crois qu'il vaut mieux réserver car nous, le dimanche vers 11h30, c'était plein! A essayer!!",4,1
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food","Found this place on Yelp and came in for brunch. A popular spot with a cute interior, nice decor. They seemed to have large brunch meal specialities on a board, but they were written in French and our servers did not speak English. I got a mushroom cheese crepe that was great and we split a sweet king kong crepe for dessert. My boyfriend was disappointed when his egg sandwich came out with hard-boiled egg / egg salad on it. If I returned, I would be adventurous and try one of the sampler meal specials.",4,1
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food","This place is a gem. The brunch plates are huge and delicious in every aspect. The potatoes alone keeps me coming back again and again. Everything is extremely hearty and flavourful, perfect for cold winter days. The menu consists of all the classic brunch dishes and more. Feel free to ask the waitresses for recommendations! They are all very friendly :)",5,1
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food","Je n'y retournerai pas pour bruncher c'est certain! Nous y sommes allés un jour de beau temps et chaleur. Comme c'était quand même pas mal bruyant à l'intérieur nous avons choisi la terrasse... ils ont les pieds de parasol mais pas les parasols... pas tant agréable vu la chaleur!! Côté repas, le gratin dauphinois par 30deg n'est pas tant rafraîchissant (pas le choix avec les ufs bénédictines) et en plus il était cramé sur le dessus. Les ufs quant à eux étaient tous trop cuits : pas un ne coulaient à la coupe Bref, bien déçue, je n'y reviendrai pas!",2,0
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food","Vous recherchez le meilleur chocolat chaud en ville? C'est ici que ça se passe. Faites-moi confiance, ce breuvage divin changera votre vie. Il est riche, crémeux et onctueux. L'extase totale!",5,1
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food",Wonderful cafe with a happy atmosphere for brunch! Enjoyed the salmon eggs Benedict wth scalloped potatoes and chocolate mouse. Le Belge hot chocolate was life changing!,4,1
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food","Sur saint Denis facilement accessible, si vous ne pouvez pas réserver sur leur site pour le lendemain appelez les ils prendront la réservation pour le lendemain. Pas grand monde a 10h30 mais à 11h toutes les tables sont prises. Décoration spartiate qui se veut parisienne mais n y recherchais pas Paris que ce soit dans la découverte ou sur la carte... Cela dit le restaurant est mignon et les propriétaires précisent sur leur présentation que l endroit est modeste et qu on ne vient pas chez Babette pour sa décoration. Les brunch sont copieux mais l on regrettera que la bruscheta annoncée soit en fait un croûton microscopique avec deux petits carrés de tomates. Les plats sont goûteux et le choix est varié vous trouverez forcément votre bonheur sur leur carte Le thé ou le café est offert dans le menu brunch ce qui est appréciable - surtout quand on constate que le jus de fruit est à 4.50$.. Un bon moment en somme et des brunch copieux et variés.",4,1
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food","Steaming hot chocolate and I mean chocolate, thick and creamy and chocolaty. If we lived next door we would go every day. I suspect in the winter snow it tastes even better. Arguably the best thing we have had today.",5,1
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food",Delicious for all senses! Our brunch was delicious and the presentation was very cute. We could feel it was made with care. It definitely has a French touch. The staff is very accommodating and nice. Totally recommended!,5,1
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food","Si vous cherchez un brunch original qui ose sortir des sentiers battus, le Festin de Babette est l'endroit qu'il vous faut! Il n'y a pas beaucoup d'options (5 au total, chacune aux alentours de 16$) mais elles valent le détour. Que vous ayez envie de sucré (Panna cotta aux fruits rouges, verrine du moment qui accompagne quasiment chaque plat, etc.) ou de salé (y compris du gratin dauphinois!), vous trouverez sûrement de quoi vous satisfaire. Plusieurs plats sont également disponibles pour les végétariens et il y a une grande sélection de thés. La terrasse est relativement classique mais, par contre, l'intérieur a un charme authentique et ""vintage"" indéniable. Jetez un coup d'il aux photos et vous comprendrez. Il y a également assez de place pour accueillir des grands groupes. Seul petit bémol: le restaurant ouvre à 10h la fin de semaine, ce qui est légèrement tard pour un brunch. Je recommande!",5,1
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food","L'endroit est parfait pour le brunch. 5 choix seulement, au prix unique de 16,50$. Copieux, beaux et bons! J'ai pris la formule sucrée: ufs, crêpes, baguette, granula, yogourt, confiture. Est inclu le café, ou le thé (English breakfast, oolong, jasmin, ...). L'endroit est accueillant, chaleureux, et la terrasse est agréable. À tester l'après-midi pour goûter à leurs multiples chocolats chauds et crêpes bretonnes!",5,1
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food","Tout simplement charmant! Dès qu'on y mets les pieds on se sent comme chez soi. Une ambiance retro avec un décor qui va avec. Le menu propose des plats variés et on a le goût de tout prendre. Il y en a pour tout les goûts. La place est assez grand pour tout genre d'occasion, il même une très grande table pour ces réunions à l'improviste. Il y a même une mini boutique avec toutes sortes d'idées cadeaux!",5,1
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food","La pause rétro quand il fait froid dehors! Ce café c est comme un ""Go Back in Time"" chaleureux, on a l'impression qu une fois la porte passé, on est dans une autre époque dans un petit Paris.",5,1
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food","All the dishes coming out of the kitchen looked amazing. My food was, sorry to say gross. i sent the order back to the kitchen which is a first for me. The second dish was tasteless. A real disappointment for my husband too who politely paid and we left our brunch plates almost full. Maybe the rest of the menu is better...",1,0
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food","La babette hot chocolate was ""liquid heaven"", rich chocolate. Great coffee and good environment to sit, have a coffee, crepe and talk with friends. Very satisfied.",4,1
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food","Went here with my boyfriend on a Sunday around 5pm. We ordered a hot chocolate, a crepe with ham, cheese, and mushrooms, and a crepe with caramel. The hot chocolate was a real hot chocolate, served in a bowl with a spoon. The ham, cheese and mushroom crepe wasn't that great. I took a few bites but that's it. The caramel crepe was good. Although all te caramel seemed to be in the middle and not around the edges. It tasted really good though. Te atmosphere is cute and cozy.",3,0
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food","I think at one point I plead with the owners to come with me immediately to California and they politely declined, thinking I was kidding. I have found my favorite tea spot (Alice's Tea Cup, NYC), french toast spot (Mother's Bistro, Portland), and gyros spot (Halal Guys gyros plate, NYC). Today, I have found my favorite hot chocolate spot tucked away in the Latin Quarter of Montreal. I went with the classic Babette hot chocolate from the menu and came close to fainting after the first sip. In fact, I was so overwhelmed by all the happiness going on in my taste bud world, I danced to the counter and in chocolate drunkeness asked the owner to marry me. Ok, no I didn't. But I did say, WHAT IS IN THIS I WANT IT NOW. So I purchased the chocolate chips and spices (special ingredients) to take home with me. Their hot chocolate is stellar. You need some in your life, even though you don't know it yet.",5,1
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food",Super endroit! Belle terrasse! Service sympathique! De bons brunchs mais aussi et surtout d excellentes glace de crème mille faite maison : surtout la Natella!!!,5,1
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food","Cute shop, love the feel of it. The reproductions of 20s era adverts for sale were really tempting. I tried Le Babette. On my first sip I said ""Oh WOW!"" Drinking chocolates are something I love, and this one was the best I ever had. It definitely made my chilly walk down St.Denis a lot better. Smooth and sweet without being overly so. It wasn't as spicy as I had expected. I am looking forward to trying more of their 21 flavours. Looking forward to stopping here once it warms up and enjoying their terrace.",5,1
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food","Not your average hot cocoa. I got the Babette, which was an amazing drinking chocolate with cardamom spice overtones. It was luxurious. Intoxicating, even. The shop is quirky, and was nearly empty on the snowy day we wandered in, but once that chocolate hit my lips I didn't even know which way was up.",5,1
Au Festin de Babette,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Desserts, Restaurants, Food","Cute space, not big on culinary value. For the winter's months reduce the # of nice tables in the front room, and replace plastic chair and table in back. Hard to have the cozy designed experience of a French cafe when you are literally sitting on top of each other.",2,0
